"","brewery_name","review_time","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv"
"998","Yuengling Brewery ",1291334742,3,3.5,"Black & Tan",2.5,2.5,"Yuengling Black & Tan",4.7
"999","Victory Brewing Company",1289754518,3.5,3,"Saison / Farmhouse Ale",3,3,"Saison Du BUFF",6.8
"1000","Victory Brewing Company",1282231522,3.5,3.5,"Tripel",3.5,3.5,"Golden Monkey",9.5
"1001","Victory Brewing Company",1233856338,4.5,4,"American Black Ale",4,4,"Yakima Glory",8.7
"1002","Victory Brewing Company",1145739367,4.5,4,"Tripel",4,4,"Golden Monkey",9.5
"1003","Tröegs Brewing Company",1072648714,4,4.5,"Belgian Strong Dark Ale",4.5,4,"Tröegs Mad Elf",11
"1004","Tröegs Brewing Company",1163805559,4.5,4,"American Amber / Red Ale",4,5,"Tröegs Hopback Amber Ale",6
"1005","Tröegs Brewing Company",1266204772,5,3,"American Amber / Red Ale",4.5,5,"Tröegs Nugget Nectar",7.5
"1006","Voodoo Brewing Company",1254481122,3.5,3.5,"American Brown Ale",4,4.5,"Wynona's Big Brown Ale",7.3
"1007","Yuengling Brewery ",1024756792,2,3.5,"American Pale Ale (APA)",3.5,2.5,"Lord Chesterfield Ale",5.4
"1008","Tröegs Brewing Company",1292896155,3.5,3,"Witbier",3,3.5,"Scratch Beer 36 - Bruce Wit",5.5
"1009","Victory Brewing Company",1122843656,4,4,"Munich Helles Lager",4.5,4,"Victory Lager",4.8
"1010","Victory Brewing Company",1250388379,4,4,"Doppelbock",4,4,"St. Victorious",7.6
"1011","Tröegs Brewing Company",1249778867,4,4,"American Barleywine",4,4,"Flying Mouflan",9.3
"1012","Tröegs Brewing Company",1291561790,4.5,4,"American IPA",4,4.5,"Scratch Beer 38 - 2010 (IPA #2 Of 4)",7.7
"1013","Victory Brewing Company",1301150956,3,5,"Russian Imperial Stout",4,3.5,"Storm King Stout",9.1
"1014","Victory Brewing Company",1062027494,4,4,"Witbier",4,4,"Whirlwind Witbier",5
"1015","Victory Brewing Company",1229270909,4,4,"Weizenbock",4,4,"Moonglow Weizenbock",8.7
"1016","Victory Brewing Company",1197125085,4,4.5,"American IPA",5,3.5,"HopDevil Ale",6.7
"1017","Yards Brewing Co.",1309633789,3,3,"English Dark Mild Ale",3.5,3.5,"Brawler Pugilist Style Ale",4.2
"1018","Victory Brewing Company",1218505049,4,4,"German Pilsener",4,4.5,"Prima Pils",5.3
"1019","Victory Brewing Company",1294717396,4.5,4,"Russian Imperial Stout",3.5,4,"Dark Intrigue",9.1
"1020","Victory Brewing Company",1320669512,4,4,"Smoked Beer",3,3.5,"Otto Ale",8.1
"1021","Yuengling Brewery ",1201054388,3,3.5,"American Amber / Red Lager",3,3.5,"Yuengling Traditional Lager",4.4
"1022","Victory Brewing Company",1270781104,4,4.5,"German Pilsener",4.5,4,"Prima Pils",5.3
"1023","Tröegs Brewing Company",1142453180,4,4,"American Amber / Red Ale",4,4,"Tröegs Nugget Nectar",7.5
"1024","Yuengling Brewery ",1289527879,3.5,4,"American Porter",3,3.5,"Yuengling Porter (Dark Brewed)",4.7
"1025","Tröegs Brewing Company",1319513617,3.5,4.5,"American Porter",3,4,"Tröegs Dead Reckoning Porter",5.4
"1026","Tröegs Brewing Company",1233978768,4,4,"Hefeweizen",3.5,4,"DreamWeaver Wheat",4.8
"1027","Victory Brewing Company",1263957890,4,4.5,"American Double / Imperial IPA",4,4,"Hop Wallop",8.5
"1028","Tröegs Brewing Company",1260734660,3.5,4,"Oatmeal Stout",4,3.5,"Tröegs Java Head Stout",7.5
"1029","Yards Brewing Co.",1284434320,3,4,"English Porter",2.5,3,"General Washington's Tavern Porter",7
"1030","Tröegs Brewing Company",1235533755,5,4.5,"American Amber / Red Ale",4.5,4.5,"Tröegs Nugget Nectar",7.5
"1031","Yuengling Brewery ",1301358431,4,4,"American Amber / Red Lager",4.5,5,"Yuengling Traditional Lager",4.4
"1032","Victory Brewing Company",1068097001,4.5,4.5,"Russian Imperial Stout",4.5,4.5,"Storm King Stout",9.1
"1033","Tröegs Brewing Company",1140198685,4,4.5,"American Amber / Red Ale",4.5,4.5,"Tröegs Nugget Nectar",7.5
"1034","Tröegs Brewing Company",1149388236,3.5,3.5,"American Pale Ale (APA)",4.5,4.5,"Tröegs Pale Ale",5.4
"1035","Victory Brewing Company",1131514126,4,3.5,"Tripel",3.5,4,"Golden Monkey",9.5
"1036","Tröegs Brewing Company",1254924369,4,3,"American Barleywine",4,4,"Flying Mouflan",9.3
"1037","Voodoo Brewing Company",1280258329,3,3,"American IPA",3,3,"4 Seasons IPA",8
"1038","Tröegs Brewing Company",1221701410,4,4,"American Porter",3.5,3.5,"Tröegs Dead Reckoning Porter",5.4
"1039","Victory Brewing Company",1261105228,3,4,"Saison / Farmhouse Ale",4,3,"Helios  (V Saison)",7.5
"1040","Tröegs Brewing Company",1317666644,3.5,3.5,"Hefeweizen",3,3,"DreamWeaver Wheat",4.8
"1041","Tröegs Brewing Company",1236824000,4.5,4,"American Amber / Red Ale",4.5,4.5,"Tröegs Hopback Amber Ale",6
"1042","Victory Brewing Company",1170701030,3.5,2.5,"Tripel",3.5,3.5,"Golden Monkey",9.5
"1043","Victory Brewing Company",1197592501,4,3.5,"Weizenbock",4,3,"Moonglow Weizenbock",8.7
"1044","Tröegs Brewing Company",1307923210,3,4.5,"German Pilsener",4,4,"Tröegs Sunshine Pils",5.3
"1045","Tröegs Brewing Company",1148740070,3.5,3,"Doppelbock",4.5,3.5,"Troegenator Double Bock",8.2
"1046","Yuengling Brewery ",1271198807,3,3,"American Amber / Red Lager",3,3,"Yuengling Traditional Lager",4.4
"1047","Victory Brewing Company",1320886740,3.5,3,"American Blonde Ale",1.5,4,"Summer Love",5.2
"1048","Yards Brewing Co.",1288712241,3,3,"American Pale Ale (APA)",3,3.5,"Philadelphia Pale Ale",4.3
"1049","Tröegs Brewing Company",1236645591,3,3.5,"American Amber / Red Ale",3.5,3.5,"Tröegs Nugget Nectar",7.5
"1050","Victory Brewing Company",1168654642,4,3.5,"American Double / Imperial IPA",3,3.5,"Hop Wallop",8.5
"1051","Yuengling Brewery ",1323129913,2.5,3,"American Amber / Red Lager",4,3,"Yuengling Traditional Lager",4.4
"1052","Victory Brewing Company",1261025635,3.5,3.5,"Baltic Porter",4,4,"Baltic Thunder",8.5
"1053","Victory Brewing Company",1120293954,4,4,"German Pilsener",4.5,4,"Prima Pils",5.3
"1054","Victory Brewing Company",1176928099,3.5,4,"Russian Imperial Stout",3,4,"Storm King Stout",9.1
"1055","Tröegs Brewing Company",1089366670,4.5,4,"Oatmeal Stout",4,4.5,"Tröegs Oatmeal Stout",7
"1056","Tröegs Brewing Company",1225135193,3,4,"English Brown Ale",4,4.5,"Tröegs Rugged Trail Nut Brown Ale",4.4
"1057","Victory Brewing Company",1140370834,4.5,4,"American Double / Imperial IPA",4.5,5,"Hop Wallop",8.5
"1058","Victory Brewing Company",1142819012,4,4.5,"Russian Imperial Stout",4,4.5,"Storm King Stout",9.1
"1059","Tröegs Brewing Company",1153162802,4.5,4,"Oatmeal Stout",3.5,4,"Tröegs Oatmeal Stout",7
"1060","Victory Brewing Company",1219357638,3.5,3,"Tripel",3.5,3.5,"Golden Monkey",9.5
"1061","Victory Brewing Company",1214861081,3,2.5,"Tripel",3,3,"Golden Monkey",9.5
"1062","Yuengling Brewery ",1181611239,3,4,"American Amber / Red Lager",4,4,"Yuengling Traditional Lager",4.4
"1063","Victory Brewing Company",1287805539,4,4,"American IPA",4.5,5,"HopDevil Ale",6.7
"1064","Yuengling Brewery ",1298879394,4,4,"Bock",4,4,"Yuengling Bock",5.1
"1065","Yards Brewing Co.",1320720495,3.5,4,"English Dark Mild Ale",4.5,4,"Brawler Pugilist Style Ale",4.2
"1066","Tröegs Brewing Company",1067302811,3.5,4,"Doppelbock",4,3.5,"Troegenator Double Bock",8.2
"1067","Tröegs Brewing Company",1266962304,4,4,"Milk / Sweet Stout",4,4,"Scratch Beer 27 - 2010 (Cocaoabunga)",6.7
"1068","Victory Brewing Company",1162786021,4,4,"Rauchbier",4.5,4.5,"Scarlet Fire Rauchbier",6.1
"1069","Victory Brewing Company",1274412895,4,3.5,"Belgian IPA",4,4,"Wild Devil",6.7
"1070","Tröegs Brewing Company",1195057401,3,3,"Belgian Strong Dark Ale",3,3,"Tröegs Mad Elf",11
"1071","Tröegs Brewing Company",1232161141,4.5,4,"American Amber / Red Ale",4.5,4.5,"Tröegs Hopback Amber Ale",6
"1072","Victory Brewing Company",1261113644,3.5,4.5,"American Black Ale",4.5,3.5,"Yakima Glory",8.7
"1073","Tröegs Brewing Company",1137856453,4,4,"American Amber / Red Ale",4,4.5,"Tröegs Hopback Amber Ale",6
"1074","Tröegs Brewing Company",1318625211,4,4,"American IPA",3.5,3.5,"Tröegs Perpetual IPA",7.5
"1075","Victory Brewing Company",1301854312,5,4,"American Pale Ale (APA)",4.5,4.5,"Headwaters Pale Ale",5.1
"1076","Victory Brewing Company",1121050731,4.5,4.5,"Hefeweizen",4.5,4.5,"Sunrise Weiss",5.7
"1077","Victory Brewing Company",1105677153,4.5,4.5,"American Double / Imperial IPA",4,4,"Hop Wallop",8.5
"1078","Yuengling Brewery ",1324252677,3,3.5,"Black & Tan",3.5,3,"Yuengling Black & Tan",4.7
"1079","Tröegs Brewing Company",1304060835,3,3.5,"Oatmeal Stout",3.5,3,"Tröegs Java Head Stout",7.5
"1080","Yuengling Brewery ",1271450385,2,3.5,"Black & Tan",4,3.5,"Yuengling Black & Tan",4.7
"1081","Tröegs Brewing Company",1243219254,3.5,4,"Doppelbock",4,3.5,"Troegenator Double Bock",8.2
"1082","Victory Brewing Company",1073185249,4,4,"American Barleywine",4.5,4.5,"Old Horizontal",11
"1083","Victory Brewing Company",1141109591,4.5,4,"American Barleywine",4.5,4.5,"Old Horizontal",11
"1084","Victory Brewing Company",1317909837,3,3,"Märzen / Oktoberfest",4,4,"Festbier",5.6
"1085","Victory Brewing Company",1286669632,4,4,"Märzen / Oktoberfest",4,4,"Festbier",5.6
"1086","Victory Brewing Company",1263173279,3.5,4,"Tripel",4,4,"Golden Monkey",9.5
"1087","Tröegs Brewing Company",1215087334,4.5,5,"American IPA",4.5,4.5,"Scratch Beer 12 - 2008",6.5
"1088","Tröegs Brewing Company",1105595288,3.5,4.5,"Oatmeal Stout",4,4.5,"Tröegs Oatmeal Stout",7
"1089","Victory Brewing Company",1068168151,4,4.5,"Russian Imperial Stout",4.5,4,"Storm King Stout",9.1
"1090","Yuengling Brewery ",1151455819,4,4.5,"American Amber / Red Lager",3.5,4,"Yuengling Traditional Lager",4.4
"1091","Victory Brewing Company",1251679121,3.5,4.5,"American IPA",4,4.5,"HopDevil Ale",6.7
"1092","Yuengling Brewery ",1232954014,2,4,"American Amber / Red Lager",3,3.5,"Yuengling Traditional Lager",4.4
"1093","Victory Brewing Company",1291831636,3,3.5,"Märzen / Oktoberfest",3,3,"Festbier",5.6
"1094","Tröegs Brewing Company",1198267271,4,4,"American Porter",4,4,"Tröegs Dead Reckoning Porter",5.4
"1095","Victory Brewing Company",1220473797,4.5,4.5,"German Pilsener",4,4.5,"Prima Pils",5.3
"1096","Victory Brewing Company",1257948696,3,4,"Dubbel",4,3.5,"Abbey 8",7.6
"1097","Victory Brewing Company",1054825688,4.5,4,"German Pilsener",4,4,"Prima Pils",5.3
"1098","Victory Brewing Company",1241743306,4,4,"Belgian IPA",4,4.5,"Wild Devil",6.7
"1099","Victory Brewing Company",1224552719,3,4,"Tripel",3.5,3,"Golden Monkey",9.5
"1100","Tröegs Brewing Company",1318263747,3,2.5,"Belgian Strong Pale Ale",2,3,"Scratch Beer 46 - 2011 (Naked Elf)",7.8
"1101","Tröegs Brewing Company",1203470841,4,4,"Oatmeal Stout",4,4.5,"Scratch Beer 5 - 2007",9.9
"1102","Victory Brewing Company",1269284741,4,4.5,"German Pilsener",3.5,4,"Prima Pils",5.3
"1103","Victory Brewing Company",1070891616,4.5,5,"Russian Imperial Stout",5,5,"Storm King Stout",9.1
"1104","Victory Brewing Company",1309389725,4,3,"American IPA",3.5,4,"HopDevil Ale",6.7
"1105","Victory Brewing Company",1173786139,4,3.5,"Doppelbock",4,4,"St. Victorious",7.6
"1106","Yards Brewing Co.",1244569508,4,3.5,"English Porter",4,4,"General Washington's Tavern Porter",7
"1107","Victory Brewing Company",1272677011,3.5,3.5,"American IPA",4,3.5,"HopDevil Ale",6.7
"1108","Victory Brewing Company",1234683474,3,3.5,"Baltic Porter",4,4,"Baltic Thunder",8.5
"1109","Yuengling Brewery ",1259377665,2,3.5,"Light Lager",3.5,1.5,"Yuengling Light Beer",3.5
"1110","Victory Brewing Company",1232337519,4,4,"Extra Special / Strong Bitter (ESB)",4,4,"Victory ESB",6.25
"1111","Victory Brewing Company",1221179703,4,4,"Märzen / Oktoberfest",4,4,"Festbier",5.6
"1112","Yards Brewing Co.",1055854695,4,4.5,"Extra Special / Strong Bitter (ESB)",4,3,"Extra Special Ale (ESA)",6.3
"1113","Tröegs Brewing Company",1276607908,4.5,4,"American IPA",3.5,4.5,"Scratch Beer 31 - 2010 (Oak Aged - Citra Of Brotherly Love IPA)",7.4
"1114","Victory Brewing Company",1188305650,3.5,4.5,"Russian Imperial Stout",4,4,"Storm King Stout",9.1
"1115","Victory Brewing Company",1217474015,4,4,"American Barleywine",4,4.5,"Old Horizontal",11
"1116","Voodoo Brewing Company",1268877399,4,4,"American IPA",4,4,"4 Seasons IPA",8
"1117","Victory Brewing Company",1310271303,4,3,"Saison / Farmhouse Ale",4,3.5,"Helios  (V Saison)",7.5
"1118","Victory Brewing Company",1089237800,4,4,"American IPA",4,3.5,"HopDevil Ale",6.7
"1119","Victory Brewing Company",1071717993,3.5,4,"American Barleywine",3.5,4,"Old Horizontal",11
"1120","Victory Brewing Company",1262725855,4.5,4,"American Double / Imperial IPA",4,4.5,"Hop Wallop",8.5
"1121","Victory Brewing Company",1119764012,4.5,4,"German Pilsener",4,4.5,"Prima Pils",5.3
"1122","Victory Brewing Company",1300766936,4,4.5,"Russian Imperial Stout",3.5,3.5,"Dark Intrigue",9.1
"1123","Tröegs Brewing Company",1320519687,3.5,4,"American IPA",4,4,"Scratch Beer 51 - 2011 (Fat Scratch Fever)",9.6
"1124","Victory Brewing Company",1058269736,3.5,3.5,"Witbier",3,4,"Whirlwind Witbier",5
"1125","Victory Brewing Company",1222301266,4.5,4.5,"American IPA",4,5,"HopDevil Ale",6.7
"1126","Victory Brewing Company",1238292814,3.5,3.5,"Irish Dry Stout",2,3.5,"Donnybrook Stout",3.7
"1127","Victory Brewing Company",1147995660,4,4,"Witbier",3,3.5,"Whirlwind Witbier",5
"1128","Tröegs Brewing Company",1274138384,4.5,4,"Belgian IPA",4,4.5,"Scratch Beer 29 - 2010 (NBPA)",7.7
"1129","Victory Brewing Company",1290134434,3.5,4,"Saison / Farmhouse Ale",3,4,"Helios  (V Saison)",7.5
"1130","Tröegs Brewing Company",1305341616,4.5,4,"American Barleywine",4,4.5,"Flying Mouflan",9.3
"1131","Victory Brewing Company",1142992606,4,3.5,"Tripel",4,4,"Golden Monkey",9.5
"1132","Victory Brewing Company",1023475482,5,4.5,"German Pilsener",4.5,5,"Prima Pils",5.3
"1133","Victory Brewing Company",1234745736,3.5,4.5,"Weizenbock",4,4.5,"Moonglow Weizenbock",8.7
"1134","Tröegs Brewing Company",1283822026,3.5,4,"Doppelbock",3.5,3.5,"Troegenator Double Bock",8.2
"1135","Victory Brewing Company",1243223835,3.5,5,"Russian Imperial Stout",4,4.5,"Storm King Stout",9.1
"1136","Victory Brewing Company",1298597534,4,4,"German Pilsener",4,4.5,"Prima Pils",5.3
"1137","Tröegs Brewing Company",1231799766,4,3.5,"American Pale Ale (APA)",4,4,"Tröegs Pale Ale",5.4
"1138","Yuengling Brewery ",1046455848,3,4,"American Amber / Red Lager",3,4,"Yuengling Traditional Lager",4.4
"1139","Tröegs Brewing Company",1243881481,3.5,4,"Doppelbock",4,3.5,"Troegenator Double Bock",8.2
"1140","Victory Brewing Company",1261032835,4.5,4,"American Black Ale",3,3.5,"Yakima Glory",8.7
"1141","Victory Brewing Company",1179956790,4,4,"Witbier",3.5,4,"Whirlwind Witbier",5
"1142","Victory Brewing Company",1276128776,4.5,4.5,"American Double / Imperial IPA",4,5,"Hop Wallop",8.5
"1143","Yards Brewing Co.",1287699889,4,3.5,"English Strong Ale",4,3.5,"Thomas Jefferson's Tavern Ale",8
"1144","Victory Brewing Company",1051378540,3.5,4,"Witbier",3.5,4,"Whirlwind Witbier",5
"1145","Victory Brewing Company",1313250932,3.5,3.5,"Märzen / Oktoberfest",4,4,"Festbier",5.6
"1146","Victory Brewing Company",1303967143,3.5,3.5,"German Pilsener",4,4.5,"Prima Pils",5.3
"1147","Victory Brewing Company",1291489148,4.5,4,"Saison / Farmhouse Ale",4,4,"Saison Du BUFF",6.8
"1148","Tröegs Brewing Company",1265939040,4,4,"Milk / Sweet Stout",4,4.5,"Scratch Beer 27 - 2010 (Cocaoabunga)",6.7
"1149","Tröegs Brewing Company",1201970283,4.5,4.5,"Oatmeal Stout",4,4.5,"Tröegs Oatmeal Stout",7
"1150","Voodoo Brewing Company",1307163425,3.5,4,"American Double / Imperial Stout",4,3.5,"Big Black Voodoo Daddy",12.5
"1151","Yuengling Brewery ",1296711594,4,3.5,"Bock",4,4,"Yuengling Bock",5.1
"1152","Voodoo Brewing Company",1314831424,2.5,3,"American Brown Ale",2.5,2.5,"Bourbon Barrel Aged Wynona's Big Brown Ale",NA
"1153","Tröegs Brewing Company",1261704878,4,4,"Belgian Strong Dark Ale",4.5,4,"Tröegs Mad Elf",11
"1154","Tröegs Brewing Company",1241891319,4,4.5,"German Pilsener",4,3.5,"Tröegs Sunshine Pils",5.3
"1155","Yuengling Brewery ",1101614356,3.5,4,"Black & Tan",3,3,"Yuengling Black & Tan",4.7
"1156","Tröegs Brewing Company",1258126029,3.5,3.5,"Oatmeal Stout",4,4,"Tröegs Java Head Stout",7.5
"1157","Yuengling Brewery ",1066850155,3.5,4,"Black & Tan",3.5,3.5,"Yuengling Black & Tan",4.7
"1158","Victory Brewing Company",1268471003,4,4,"American IPA",2,2,"HopDevil Ale",6.7
"1159","Tröegs Brewing Company",1251337044,4.5,4,"American Barleywine",4,4.5,"Flying Mouflan",9.3
"1160","Victory Brewing Company",1170026718,4,4,"Quadrupel (Quad)",2.5,3,"V-Twelve",12
"1161","Yuengling Brewery ",1156820609,2.5,4.5,"American Amber / Red Lager",2.5,2.5,"Yuengling Traditional Lager",4.4
"1162","Tröegs Brewing Company",1232840246,4,4,"German Pilsener",4,4,"Scratch Beer 17 - 2009",5.6
"1163","Tröegs Brewing Company",1226806116,4.5,3.5,"Belgian Strong Dark Ale",3.5,4,"Tröegs Mad Elf",11
"1164","Victory Brewing Company",1175043697,3.5,4,"American Double / Imperial IPA",4,4.5,"Hop Wallop",8.5
"1165","Tröegs Brewing Company",1250737496,4.5,4,"American Barleywine",4,4.5,"Flying Mouflan",9.3
"1166","Tröegs Brewing Company",1200988531,4.5,4.5,"American Amber / Red Ale",4,4,"Tröegs Nugget Nectar",7.5
"1167","Victory Brewing Company",1303258470,4,4,"German Pilsener",4,4.5,"Hersbrucker Pils",5.3
"1168","Tröegs Brewing Company",1157819306,3.5,3.5,"Hefeweizen",3.5,4,"DreamWeaver Wheat",4.8
"1169","Victory Brewing Company",1038773195,4.5,4,"American IPA",4.5,4.5,"HopDevil Ale",6.7
"1170","Yuengling Brewery ",1123299012,2.5,3.5,"American Porter",4.5,4,"Yuengling Porter (Dark Brewed)",4.7
"1171","Tröegs Brewing Company",1297026955,5,4.5,"American Amber / Red Ale",4,4,"Tröegs Nugget Nectar",7.5
"1172","Yuengling Brewery ",1013956672,3.5,4,"American Pale Lager",3.5,4,"Yuengling Premium Beer",4.4
"1173","Tröegs Brewing Company",1123638707,4.5,4.5,"American Amber / Red Ale",4,4,"Tröegs Hopback Amber Ale",6
"1174","Victory Brewing Company",1142194998,3.5,4,"American Barleywine",4.5,4.5,"Old Horizontal",11
"1175","Victory Brewing Company",1301108317,3.5,4,"Saison / Farmhouse Ale",4,3.5,"Saison",7.6
"1176","Tröegs Brewing Company",1318021189,4,4,"American IPA",3.5,4,"Scratch Beer 49 - 2011 (Fresh Hop Ale)",7.2
"1177","Tröegs Brewing Company",1292898425,4,3.5,"Belgian Strong Dark Ale",4,4,"Tröegs Mad Elf",11
"1178","Tröegs Brewing Company",1203722017,4,4,"Dortmunder / Export Lager",4,3.5,"Scratch Beer 6 - 2007",5.1
"1179","Victory Brewing Company",1199671588,3,4,"American IPA",4,4.5,"HopDevil Ale",6.7
"1180","Yuengling Brewery ",1123121326,3,2.5,"American Amber / Red Lager",2.5,3,"Yuengling Traditional Lager",4.4
"1181","Victory Brewing Company",1115126113,3.5,3.5,"Witbier",3.5,3.5,"Whirlwind Witbier",5
"1182","Tröegs Brewing Company",1224214553,3.5,4,"American IPA",4,3.5,"Scratch Beer 12 - 2008",6.5
"1183","Tröegs Brewing Company",1308513837,4,3.5,"Tripel",3.5,4.5,"Scratch Beer 3 - 2007",10.1
"1184","Victory Brewing Company",1295907343,3,3,"Tripel",3.5,3.5,"Golden Monkey",9.5
"1185","Yuengling Brewery ",1048185317,3,4,"Black & Tan",2.5,3.5,"Yuengling Black & Tan",4.7
"1186","Tröegs Brewing Company",1304818624,3.5,4,"Hefeweizen",3.5,3.5,"DreamWeaver Wheat",4.8
"1187","Yuengling Brewery ",1183086155,2,4,"American Amber / Red Lager",3,3,"Yuengling Traditional Lager",4.4
"1188","Victory Brewing Company",1284427178,4,4.5,"American Double / Imperial IPA",4,4.5,"Hop Wallop",8.5
"1189","Victory Brewing Company",1307701272,4,4,"German Pilsener",4,3.5,"Prima Pils",5.3
"1190","Victory Brewing Company",1039416204,3.5,3,"Munich Helles Lager",4,4,"Victory Lager",4.8
"1191","Tröegs Brewing Company",1285666129,4.5,4,"American Barleywine",4,4,"Flying Mouflan",9.3
"1192","Victory Brewing Company",1230858383,3.5,3.5,"American Double / Imperial IPA",3.5,3,"Hop Wallop",8.5
"1193","Victory Brewing Company",1143509330,4,4,"Saison / Farmhouse Ale",3,4,"V-Saison",7.5
"1194","Victory Brewing Company",1067649604,4.5,5,"Russian Imperial Stout",4.5,4.5,"Storm King Stout",9.1
"1195","Tröegs Brewing Company",1143074319,3.5,4,"Oatmeal Stout",3.5,4,"Tröegs Oatmeal Stout",7
"1196","Tröegs Brewing Company",1228362027,2.5,4,"Belgian Strong Dark Ale",2.5,2.5,"Tröegs Mad Elf",11
"1197","Victory Brewing Company",1278037555,4,4.5,"Saison / Farmhouse Ale",4,4,"Helios  (V Saison)",7.5
"1198","Yards Brewing Co.",1238625855,2.5,4,"Extra Special / Strong Bitter (ESB)",3.5,3,"Extra Special Ale (ESA)",6.3
"1199","Yuengling Brewery ",1316312836,3,3.5,"Bock",3,3.5,"Yuengling Bock",5.1
"1200","Victory Brewing Company",1069845391,3.5,4,"Weizenbock",4,3.5,"Moonglow Weizenbock",8.7
"1201","Victory Brewing Company",1155167169,4,4,"Altbier",4.5,3.5,"Ten Years Alt",8.5
"1202","Tröegs Brewing Company",1296345961,5,5,"American Amber / Red Ale",4,5,"Tröegs Nugget Nectar",7.5
"1203","Victory Brewing Company",1072823058,4,4,"German Pilsener",4.5,4.5,"Prima Pils",5.3
"1204","Yuengling Brewery ",1079157529,3.5,3,"Black & Tan",3,3.5,"Yuengling Black & Tan",4.7
"1205","Tröegs Brewing Company",1270757838,4,4,"English Brown Ale",4,4,"Tröegs Rugged Trail Nut Brown Ale",4.4
"1206","Tröegs Brewing Company",1141609532,5,5,"American Amber / Red Ale",5,5,"Tröegs Nugget Nectar",7.5
"1207","Victory Brewing Company",1233468091,4,4,"American Double / Imperial IPA",4,4,"Hop Wallop",8.5
"1208","Yards Brewing Co.",1090948676,4,4,"English Stout",4.5,4.5,"Love Stout",5
"1209","Victory Brewing Company",1322423982,3,3.5,"Munich Helles Lager",4,4,"Victory Lager",4.8
"1210","Victory Brewing Company",1325016450,3.5,3.5,"American Black Ale",3.5,3.5,"CBC Black IPA",7.5
"1211","Victory Brewing Company",1313685663,4,4.5,"Hefeweizen",4,4,"Sunrise Weiss",5.7
"1212","Victory Brewing Company",1231465704,3,3.5,"American Barleywine",4,3.5,"Old Horizontal",11
"1213","Victory Brewing Company",1323224377,4,4.5,"American Black Ale",4,4.5,"Yakima Glory",8.7
"1214","Tröegs Brewing Company",1315956802,3.5,4,"American IPA",4,4,"Tröegs Perpetual IPA",7.5
"1215","Victory Brewing Company",1314578820,4,3.5,"American Black Ale",3,3,"Yakima Glory",8.7
"1216","Victory Brewing Company",1201214411,4.5,4,"Russian Imperial Stout",4.5,4.5,"Storm King Stout",9.1
"1217","Yuengling Brewery ",1267065407,4.5,4.5,"American Amber / Red Lager",4,5,"Yuengling Traditional Lager",4.4
"1218","Victory Brewing Company",1303676368,4,3.5,"Witbier",3.5,4,"Whirlwind Witbier",5
"1219","Victory Brewing Company",1127091114,4.5,4,"Tripel",4,4.5,"Golden Monkey",9.5
"1220","Yuengling Brewery ",1218654923,4,4,"American Porter",3,3.5,"Yuengling Porter (Dark Brewed)",4.7
"1221","Victory Brewing Company",1319331273,3,4,"Tripel",4,3.5,"Golden Monkey",9.5
"1222","Victory Brewing Company",1246328061,4,4,"German Pilsener",3.5,4,"Hallertauer Pils",NA
"1223","Victory Brewing Company",1147235524,4.5,3.5,"Russian Imperial Stout",4,4,"Storm King Stout",9.1
"1224","Tröegs Brewing Company",1296271306,4,4.5,"Saison / Farmhouse Ale",4,4,"Scratch Beer 33 - 2010 (Saison De Mueze)",6
"1225","Victory Brewing Company",1203316384,4.5,4,"Tripel",4,4,"Golden Monkey",9.5
"1226","Victory Brewing Company",1221359991,4.5,5,"Quadrupel (Quad)",4.5,4.5,"V-Twelve",12
"1227","Tröegs Brewing Company",1314541504,4,4.5,"American Amber / Red Ale",4.5,4,"Tröegs Hopback Amber Ale",6
"1228","Victory Brewing Company",1252890290,4,4,"Saison / Farmhouse Ale",4,4.5,"Helios  (V Saison)",7.5
"1229","Victory Brewing Company",1274494507,3.5,4,"Munich Helles Lager",3.5,3.5,"Victory Lager",4.8
"1230","Tröegs Brewing Company",1253486255,4,4.5,"Tripel",4,4,"Scratch Beer 8 - 2008",10.1
"1231","Victory Brewing Company",1200279934,4.5,5,"Hefeweizen",4,4,"Sunrise Weiss",5.7
"1232","Yards Brewing Co.",1123702473,3.5,3.5,"English Strong Ale",4,4,"Thomas Jefferson's Tavern Ale",8
"1233","Yuengling Brewery ",1320898084,3,3,"American Amber / Red Lager",3,3,"Yuengling Traditional Lager",4.4
"1234","Victory Brewing Company",1162695772,4.5,4.5,"Tripel",4,4,"Golden Monkey",9.5
"1235","Tröegs Brewing Company",1279594559,4,4,"Roggenbier",4,4,"Scratch Beer 28 - 2010 (Troggen Roggen)",6.1
"1236","Victory Brewing Company",1222465684,4,5,"Russian Imperial Stout",4.5,4,"Storm King Stout",9.1
"1237","Victory Brewing Company",1081308004,4,4.5,"Russian Imperial Stout",4,4,"Storm King Stout",9.1
"1238","Voodoo Brewing Company",1272432436,4.5,3.5,"American Double / Imperial Stout",3.5,4,"Black Magick",15
"1239","Tröegs Brewing Company",1212976482,4.5,5,"American Amber / Red Ale",4.5,4.5,"Tröegs Nugget Nectar",7.5
"1240","Voodoo Brewing Company",1316221907,4,4,"Belgian Strong Pale Ale",4,4.5,"Voodoo Love Child",10.5
"1241","Victory Brewing Company",1284079196,4,3.5,"American IPA",3.5,3.5,"HopDevil Ale",6.7
