"time","brewery","name","style","abv","aroma","appearance","palate","taste","total","average"
2009-02-15 23:12:11,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,4.5,4.5,4.5,17.5,4.375
2009-02-16 14:49:17,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4,3.5,4.5,4,16,4
2009-02-16 18:31:06,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,5,5,4,4,18,4.5
2009-02-16 23:10:13,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,3,4,4,4,15,3.75
2009-02-20 22:47:18,"Voodoo Brewing Company","Voodoo Love Child","Belgian Strong Pale Ale",10.5,3,4,3.5,4,14.5,3.625
2009-02-21 20:24:18,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4,4,4,16.5,4.125
2009-02-24 00:10:07,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4,4,3.5,4,15.5,3.875
2009-02-24 22:06:07,"Troegs Brewing Company","Scratch Beer 15 - 2008","Oatmeal Stout",6,3.5,4.5,4,4,16,4
2009-02-24 22:49:15,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,5,4.5,4.5,4.5,18.5,4.625
2009-02-27 23:14:27,"Victory Brewing Company","Victory Dark Lager","Munich Dunkel Lager",5,3.5,3.5,4,3.5,14.5,3.625
2009-02-28 02:01:01,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4,4,4,4.5,16.5,4.125
2009-03-01 09:05:37,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,4,4,4,16,4
2009-03-01 10:04:20,"Victory Brewing Company","Abbey 8","Dubbel",7.6,4,3.5,4,4,15.5,3.875
2009-03-01 18:02:34,"Troegs Brewing Company","Troegs Pale Ale","American Pale Ale (APA)",5.4,4,3,3,3,13,3.25
2009-03-02 16:38:21,"Troegs Brewing Company","DreamWeaver Wheat","Hefeweizen",4.8,4.5,4.5,4,4.5,17.5,4.375
2009-03-02 21:31:29,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4.5,4,4,4,16.5,4.125
2009-03-04 14:18:38,"Troegs Brewing Company","Scratch Beer 18 - 2009","Rye Beer",7.3,3.5,4,4.5,4.5,16.5,4.125
2009-03-04 16:29:03,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4,2.5,4,4,14.5,3.625
2009-03-09 20:39:51,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,3,3.5,3.5,3.5,13.5,3.375
2009-03-11 13:40:42,"Victory Brewing Company","Rauch Porter","American Porter",5.7,4.5,4.5,3,2.5,14.5,3.625
2009-03-11 19:38:55,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4.5,4,4,4,16.5,4.125
2009-03-11 22:13:20,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4.5,4,4.5,4.5,17.5,4.375
2009-03-12 09:25:37,"Voodoo Brewing Company","Big Black Voodoo Daddy","American Double / Imperial Stout",12.5,4.5,4.5,4.5,5,18.5,4.625
2009-03-15 01:06:58,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,2,4,4,4,14,3.5
2009-03-15 22:28:24,"Voodoo Brewing Company","Voodoo Love Child","Belgian Strong Pale Ale",10.5,4,4.5,4,4,16.5,4.125
2009-03-16 03:16:22,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,4,4,4,16,4
2009-03-18 21:01:35,"Troegs Brewing Company","Flying Mouflan","American Barleywine",9.3,5,4.5,4,4,17.5,4.375
2009-03-21 11:04:20,"Troegs Brewing Company","Troegs Pale Ale","American Pale Ale (APA)",5.4,4.5,4,3.5,4,16,4
2009-03-21 21:39:37,"Victory Brewing Company","Braumeister Harvest Pils","German Pilsener",6.1,4,3.5,4,4.5,16,4
2009-03-25 20:09:20,"Yuengling Brewery","Yuengling Black & Tan","Black & Tan",4.7,2.5,3.5,2.5,3,11.5,2.875
2009-03-25 21:48:28,"Voodoo Brewing Company","Black Magick","American Double / Imperial Stout",15,4.5,5,4.5,3.5,17.5,4.375
2009-03-26 20:43:48,"Troegs Brewing Company","Scratch Beer 18 - 2009","Rye Beer",7.3,3,4,4,3.5,14.5,3.625
2009-03-27 14:59:35,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,4,4.5,4,4.5,17,4.25
2009-03-28 22:13:03,"Troegs Brewing Company","Flying Mouflan","American Barleywine",9.3,4.5,4,4.5,4.5,17.5,4.375
2009-03-28 22:13:34,"Victory Brewing Company","Donnybrook Stout","Irish Dry Stout",3.7,3.5,3.5,2,3.5,12.5,3.125
2009-03-29 18:17:09,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4.5,4.5,4,4,17,4.25
2009-03-29 20:13:08,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,3.5,4,3.5,15,3.75
2009-04-01 18:44:15,"Yards Brewing Company","Extra Special Ale (ESA)","Extra Special / Strong Bitter (ESB)",6.3,2.5,4,3.5,3,13,3.25
2009-04-02 15:31:46,"Yards Brewing Company","Brawler Pugilist Style Ale","English Dark Mild Ale",4.2,4,3.5,4,3.5,15,3.75
2009-04-03 20:49:57,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4,4.5,4.5,17.5,4.375
2009-04-05 00:17:02,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4.5,4,4,4.5,17,4.25
2009-04-05 17:52:39,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,4,4,4,16,4
2009-04-05 18:48:18,"Victory Brewing Company","V-Twelve","Quadrupel (Quad)",12,4.5,4,4,4,16.5,4.125
2009-04-06 12:13:03,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,5,5,4,4.5,18.5,4.625
2009-04-06 21:55:17,"Yuengling Brewery","Yuengling Bock","Bock",5.1,3,3.5,3.5,3.5,13.5,3.375
2009-04-07 22:09:54,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4.5,4.5,4,17,4.25
2009-04-09 02:09:12,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,3.5,3.5,3.5,3.5,14,3.5
2009-04-11 10:24:15,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,3.5,2.5,3.5,12.5,3.125
2009-04-11 13:51:07,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,3.5,4,4,4,15.5,3.875
2009-04-12 00:48:07,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4,4,4.5,17,4.25
2009-04-12 16:59:14,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,4,4.5,4,4,16.5,4.125
2009-04-12 18:24:52,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,5,4,4.5,5,18.5,4.625
2009-04-13 11:40:25,"Victory Brewing Company","Harvest Ale 2008","American Pale Ale (APA)",5.7,4,4,4.5,4.5,17,4.25
2009-04-14 01:09:32,"Troegs Brewing Company","Scratch Beer 16 - 2008","Winter Warmer",6.3,3.5,4,3.5,4,15,3.75
2009-04-14 10:17:05,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,4,4,4,16,4
2009-04-15 20:08:54,"Troegs Brewing Company","Flying Mouflan","American Barleywine",9.3,4.5,4,3.5,4.5,16.5,4.125
2009-04-16 16:24:46,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,3.5,4,4,4,15.5,3.875
2009-04-17 01:35:07,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,3.5,4,3,3.5,14,3.5
2009-04-18 10:30:32,"Troegs Brewing Company","Flying Mouflan","American Barleywine",9.3,4,4,4.5,4.5,17,4.25
2009-04-19 18:25:51,"Victory Brewing Company","Rauch Porter","American Porter",5.7,4,4,4,4,16,4
2009-04-19 19:08:41,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,4,3.5,4.5,4.5,16.5,4.125
2009-04-19 19:16:40,"Troegs Brewing Company","DreamWeaver Wheat","Hefeweizen",4.8,3.5,4,3.5,4,15,3.75
2009-04-21 01:23:21,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,3.5,3.5,3.5,3.5,14,3.5
2009-04-22 23:49:38,"Troegs Brewing Company","Flying Mouflan","American Barleywine",9.3,4,4,4,4,16,4
2009-04-23 19:53:33,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4.5,4.5,4,4,17,4.25
2009-04-24 18:54:08,"Victory Brewing Company","Wild Devil","Belgian IPA",6.7,4,4.5,4,4,16.5,4.125
2009-04-25 00:33:25,"Victory Brewing Company","Golden Monkey","Tripel",9.5,3.5,3,4,4,14.5,3.625
2009-04-25 09:46:34,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4.5,4.5,4.5,4.5,18,4.5
2009-04-25 11:23:48,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,4,4,4,16,4
2009-04-26 09:30:11,"Victory Brewing Company","Whirlwind Witbier","Witbier",5,3,3,3,3,12,3
2009-04-26 16:56:57,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,3.5,4,4.5,4.5,16.5,4.125
2009-04-29 00:54:25,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,3,5,4,4.5,16.5,4.125
2009-05-01 14:29:30,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,3.5,3.5,4,15,3.75
2009-05-03 19:00:18,"Troegs Brewing Company","Scratch Beer 18 - 2009","Rye Beer",7.3,4.5,4,4,4.5,17,4.25
2009-05-05 22:24:25,"Troegs Brewing Company","Troegs Pale Ale","American Pale Ale (APA)",5.4,4,3.5,3,3.5,14,3.5
2009-05-07 20:41:46,"Victory Brewing Company","Wild Devil","Belgian IPA",6.7,4,4,4,4.5,16.5,4.125
2009-05-07 23:45:19,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4.5,4,4,16.5,4.125
2009-05-09 13:48:39,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,4,4.5,4,3.5,16,4
2009-05-09 22:09:24,"Troegs Brewing Company","Scratch Beer 15 - 2008","Oatmeal Stout",6,3.5,4,3.5,4,15,3.75
2009-05-10 00:37:23,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4,4,4,16,4
2009-05-10 19:00:03,"Troegs Brewing Company","Scratch Beer 18 - 2009","Rye Beer",7.3,4,4,4,3.5,15.5,3.875
2009-05-11 23:35:44,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,4,3,3,3,13,3.25
2009-05-12 16:25:53,"Victory Brewing Company","Golden Monkey","Tripel",9.5,3.5,4,4,4,15.5,3.875
2009-05-13 01:27:45,"Victory Brewing Company","Moonglow Weizenbock","Weizenbock",8.7,3,3.5,3.5,2.5,12.5,3.125
2009-05-13 03:44:46,"Victory Brewing Company","Wild Devil","Belgian IPA",6.7,3.5,4.5,2.5,3,13.5,3.375
2009-05-13 22:30:30,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4,3.5,4,4.5,16,4
2009-05-14 16:23:25,"Troegs Brewing Company","Scratch Beer 15 - 2008","Oatmeal Stout",6,3.5,4.5,4.5,4,16.5,4.125
2009-05-16 21:41:42,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,4,3,4,4,15,3.75
2009-05-16 23:54:41,"Victory Brewing Company","Golden Monkey","Tripel",9.5,3.5,2.5,3.5,3.5,13,3.25
2009-05-20 22:32:42,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,3.5,3.5,3.5,4.5,15,3.75
2009-05-21 20:50:14,"Victory Brewing Company","Wild Devil","Belgian IPA",6.7,4,3.5,3,4,14.5,3.625
2009-05-23 21:55:04,"Troegs Brewing Company","Scratch Beer 18 - 2009","Rye Beer",7.3,4,4.5,4,4,16.5,4.125
2009-05-24 14:45:32,"Victory Brewing Company","Abbey 8","Dubbel",7.6,4,4.5,3,3.5,15,3.75
2009-05-24 15:18:39,"Yuengling Brewery","Lord Chesterfield Ale","American Pale Ale (APA)",5.4,2.5,3,3.5,2.5,11.5,2.875
2009-05-24 22:40:54,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,3.5,4,4,3.5,15,3.75
2009-05-24 23:32:45,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,2.5,4,3,12.5,3.125
2009-05-24 23:57:15,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,3.5,5,4,4.5,17,4.25
2009-05-26 07:44:44,"Yuengling Brewery","Yuengling Premium Beer","American Pale Lager",4.4,3,4,3,2.5,12.5,3.125
2009-05-28 10:06:03,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,3,3,2.5,3,11.5,2.875
2009-05-28 18:04:38,"Troegs Brewing Company","Scratch Beer 19 -  2009","American Double / Imperial Stout",9.5,4.5,4.5,4,4.5,17.5,4.375
2009-05-30 21:07:30,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4,4.5,4.5,4.5,17.5,4.375
2009-05-31 19:59:36,"Victory Brewing Company","Wild Devil","Belgian IPA",6.7,4,4,4,4,16,4
2009-05-31 23:26:25,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,4,4,3.5,3.5,15,3.75
2009-05-31 23:35:34,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4.5,4,4,16.5,4.125
2009-06-01 14:38:01,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,3.5,4,4,3.5,15,3.75
2009-06-05 14:33:32,"Yards Brewing Company","Yards Saison","Saison / Farmhouse Ale",6.5,3.5,3,3.5,4,14,3.5
2009-06-05 22:13:35,"Voodoo Brewing Company","Big Black Voodoo Daddy","American Double / Imperial Stout",12.5,4,4,3,3.5,14.5,3.625
2009-06-05 22:42:14,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4.5,3.5,4,4,16,4
2009-06-05 22:56:53,"Victory Brewing Company","Wild Devil","Belgian IPA",6.7,3.5,4,4,3.5,15,3.75
2009-06-05 23:51:39,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4,3,3.5,4,14.5,3.625
2009-06-07 18:50:38,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,4,4,4,4,16,4
2009-06-08 22:05:11,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,2,3.5,4,3.5,13,3.25
2009-06-09 13:45:08,"Yards Brewing Company","General Washington's Tavern Porter","English Porter",7,4,3.5,4,4,15.5,3.875
2009-06-11 13:08:32,"Troegs Brewing Company","Flying Mouflan","American Barleywine",9.3,4.5,4.5,4.5,4.5,18,4.5
2009-06-15 12:33:13,"Troegs Brewing Company","Troegs Pale Ale","American Pale Ale (APA)",5.4,3.5,4,4,4.5,16,4
2009-06-17 00:13:09,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,3,3.5,2.5,3,12,3
2009-06-18 22:42:45,"Victory Brewing Company","Wild Devil","Belgian IPA",6.7,4,4,4,4,16,4
2009-06-20 14:18:21,"Victory Brewing Company","132 Cents IPA","American IPA",6.8,4,4,4,4.5,16.5,4.125
2009-06-20 17:30:37,"Yuengling Brewery","Yuengling Light Lager","Light Lager",3.4,3,3.5,3,3,12.5,3.125
2009-06-22 01:18:18,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,3.5,4,3.5,3.5,14.5,3.625
2009-06-22 11:50:53,"Victory Brewing Company","Saphir Weiss","Hefeweizen",4.8,3,3,3,3,12,3
2009-06-22 20:05:00,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,3.5,3.5,3.5,2.5,13,3.25
2009-06-22 23:22:24,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,4,3.5,3.5,4,15,3.75
2009-06-23 19:41:48,"Yuengling Brewery","Yuengling Black & Tan","Black & Tan",4.7,2.5,4,2.5,2.5,11.5,2.875
2009-06-23 22:24:12,"Victory Brewing Company","St. Boisterous","Maibock / Helles Bock",7.4,4,4,4,4,16,4
2009-06-23 23:03:55,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,4,4.5,4.5,4.5,17.5,4.375
2009-06-24 19:57:04,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,4,4.5,4,4,16.5,4.125
2009-06-24 22:14:26,"Troegs Brewing Company","Scratch Beer 20 - 2009","American Double / Imperial IPA",7,4,4.5,4,4.5,17,4.25
2009-06-27 16:20:10,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,4,4,4,3.5,15.5,3.875
2009-06-27 22:04:32,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,4,3.5,4,4,15.5,3.875
2009-06-28 11:31:23,"Troegs Brewing Company","Scratch Beer 16 - 2008","Winter Warmer",6.3,4,4.5,3.5,3.5,15.5,3.875
2009-06-29 17:45:24,"Troegs Brewing Company","Scratch Beer 20 - 2009","American Double / Imperial IPA",7,4,5,4,4.5,17.5,4.375
2009-06-29 22:14:21,"Victory Brewing Company","Hallertauer Pils","German Pilsener",5.3,4,4,3.5,4,15.5,3.875
2009-07-05 03:38:22,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,3.5,3.5,4,4,15,3.75
2009-07-05 15:39:27,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,4,3.5,4,3.5,15,3.75
2009-07-07 10:45:01,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,4,4.5,4,16.5,4.125
2009-07-07 19:44:59,"Voodoo Brewing Company","Black Magick","American Double / Imperial Stout",15,4.5,4.5,4.5,3.5,17,4.25
2009-07-07 21:30:39,"Yuengling Brewery","Yuengling Black & Tan","Black & Tan",4.7,3.5,3.5,4,3.5,14.5,3.625
2009-07-07 21:40:05,"Troegs Brewing Company","Flying Mouflan","American Barleywine",9.3,4.5,4.5,4.5,5,18.5,4.625
2009-07-07 23:38:30,"Victory Brewing Company","Whirlwind Witbier","Witbier",5,4,4,3.5,4.5,16,4
2009-07-08 15:15:39,"Yards Brewing Company","India Pale Ale","English India Pale Ale (IPA)",7,4,3.5,3.5,4,15,3.75
2009-07-08 16:09:35,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,3.5,4,4,15.5,3.875
2009-07-08 19:10:49,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,3,3.5,3.5,14,3.5
2009-07-12 16:45:19,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,4.5,4.5,4,17.5,4.375
2009-07-14 17:25:49,"Voodoo Brewing Company","Big Black Voodoo Daddy","American Double / Imperial Stout",12.5,4,4,4,4,16,4
2009-07-16 01:31:43,"Voodoo Brewing Company","Black Magick","American Double / Imperial Stout",15,4,3.5,4.5,3.5,15.5,3.875
2009-07-18 21:23:58,"Yuengling Brewery","Yuengling Black & Tan","Black & Tan",4.7,2.5,4,4,4,14.5,3.625
2009-07-20 02:30:09,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4,4,3.5,4,15.5,3.875
2009-07-20 18:34:03,"Troegs Brewing Company","The Drafting Room 15th Anniversary Ale","American Double / Imperial IPA",8.5,4.5,4,4.5,4.5,17.5,4.375
2009-07-20 21:35:35,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,4,2.5,4,4,14.5,3.625
2009-07-21 22:49:40,"Victory Brewing Company","Golden Monkey","Tripel",9.5,3.5,3.5,3,3,13,3.25
2009-07-22 20:58:56,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,3,4,3.5,4,14.5,3.625
2009-07-24 10:57:59,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,4,4.5,4.5,5,18,4.5
2009-07-24 22:25:54,"Victory Brewing Company","Saphir Weiss","Hefeweizen",4.8,4,3.5,3,3,13.5,3.375
2009-07-26 18:41:30,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,3.5,3.5,4,4,15,3.75
2009-07-27 06:43:54,"Troegs Brewing Company","Scratch Beer 20 - 2009","American Double / Imperial IPA",7,4.5,3.5,4,4.5,16.5,4.125
2009-07-27 18:43:55,"Victory Brewing Company","Saphir Pils","German Pilsener",5,3.5,3.5,4.5,4.5,16,4
2009-07-27 21:50:19,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,4,4,3.5,3.5,15,3.75
2009-08-01 15:45:13,"Troegs Brewing Company","Scratch Beer 21 (Naked Elf)","Belgian Strong Pale Ale",7.8,4.5,3.5,4,4.5,16.5,4.125
2009-08-03 11:34:08,"Voodoo Brewing Company","Big Black Voodoo Daddy","American Double / Imperial Stout",12.5,4,5,4.5,4.5,18,4.5
2009-08-03 17:45:11,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,3.5,3,3.5,14,3.5
2009-08-05 19:33:36,"Victory Brewing Company","Whirlwind Witbier","Witbier",5,4,4,3.5,4,15.5,3.875
2009-08-05 21:00:58,"Yards Brewing Company","Yards Saison","Saison / Farmhouse Ale",6.5,4,4,4,4,16,4
2009-08-08 00:56:40,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,3.5,3,4,4.5,15,3.75
2009-08-08 20:47:47,"Troegs Brewing Company","Flying Mouflan","American Barleywine",9.3,4,4,4,4,16,4
2009-08-08 22:09:05,"Victory Brewing Company","Sunrise Weiss","Hefeweizen",5.7,4,4,4,4,16,4
2009-08-10 20:29:50,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,3.5,4,4.5,4,16,4
2009-08-11 18:38:43,"Victory Brewing Company","St. Boisterous","Maibock / Helles Bock",7.4,3.5,3.5,4,3.5,14.5,3.625
2009-08-12 20:17:03,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,5,4,3.5,17,4.25
2009-08-14 08:25:48,"Victory Brewing Company","Helios  (V Saison)","Saison / Farmhouse Ale",7.5,4,3.5,4,4,15.5,3.875
2009-08-14 19:38:10,"Victory Brewing Company","Wild Devil","Belgian IPA",6.7,4,4.5,5,4.5,18,4.5
2009-08-15 15:11:47,"Victory Brewing Company","Uncle Teddy's Bitter","English Bitter",4,3.5,4,4,4.5,16,4
2009-08-15 22:06:19,"Victory Brewing Company","St. Victorious","Doppelbock",7.6,4,4,4,4,16,4
2009-08-17 07:37:22,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4,3.5,3.5,4.5,15.5,3.875
2009-08-19 23:04:56,"Troegs Brewing Company","Flying Mouflan","American Barleywine",9.3,4.5,4,4,4.5,17,4.25
2009-08-22 10:42:07,"Troegs Brewing Company","Flying Mouflan","American Barleywine",9.3,3,4.5,3.5,3.5,14.5,3.625
2009-08-23 20:28:06,"Victory Brewing Company","Helios  (V Saison)","Saison / Farmhouse Ale",7.5,4,4,4,4,16,4
2009-08-23 23:26:37,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4,4.5,4,16.5,4.125
2009-08-24 19:57:13,"Victory Brewing Company","Wild Devil","Belgian IPA",6.7,3.5,4.5,4,2.5,14.5,3.625
2009-08-24 23:25:09,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4.5,4,4,4.5,17,4.25
2009-08-26 21:37:24,"Troegs Brewing Company","Flying Mouflan","American Barleywine",9.3,4.5,4,4,4.5,17,4.25
2009-08-28 21:54:22,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,2.5,4,5,4.5,16,4
2009-08-29 12:25:26,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,4,4.5,3.5,3.5,15.5,3.875
2009-08-30 19:32:10,"Yards Brewing Company","Philadelphia Pale Ale","American Pale Ale (APA)",4.3,3.5,3.5,4,3.5,14.5,3.625
2009-08-30 20:38:41,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,3.5,4.5,4,4.5,16.5,4.125
2009-09-01 18:25:29,"Victory Brewing Company","Helios  (V Saison)","Saison / Farmhouse Ale",7.5,4,4,4.5,4,16.5,4.125
2009-09-02 16:46:06,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,3.5,4,4,3.5,15,3.75
2009-09-03 16:35:29,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3.5,3.5,3.5,4,14.5,3.625
2009-09-06 01:38:44,"Victory Brewing Company","Helios  (V Saison)","Saison / Farmhouse Ale",7.5,4.5,4.5,4,3.5,16.5,4.125
2009-09-06 21:06:47,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,4.5,3.5,3.5,4,15.5,3.875
2009-09-07 13:07:50,"Troegs Brewing Company","DreamWeaver Wheat","Hefeweizen",4.8,4,4,3.5,4.5,16,4
2009-09-10 22:09:20,"Troegs Brewing Company","Troegs Dead Reckoning Porter","American Porter",5.4,3,4,4,4,15,3.75
2009-09-11 21:13:42,"Yards Brewing Company","Thomas Jefferson's Tavern Ale","English Strong Ale",8,4,4.5,4,4,16.5,4.125
2009-09-13 21:04:50,"Victory Brewing Company","Helios  (V Saison)","Saison / Farmhouse Ale",7.5,4,4,4,4.5,16.5,4.125
2009-09-18 18:29:53,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,3.5,4,3.5,3.5,14.5,3.625
2009-09-19 19:05:01,"Yuengling Brewery","Yuengling Black & Tan","Black & Tan",4.7,3,4,3.5,3.5,14,3.5
2009-09-20 18:14:08,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,3.5,4,3.5,4,15,3.75
2009-09-20 18:37:35,"Troegs Brewing Company","Scratch Beer 8 - 2008","Tripel",10.1,4,4.5,4,4,16.5,4.125
2009-09-20 20:38:16,"Troegs Brewing Company","Scratch Beer 5 - 2007","Oatmeal Stout",9.9,4,3,3,3,13,3.25
2009-09-20 23:41:52,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,4.5,4,4.5,17,4.25
2009-09-22 19:43:20,"Troegs Brewing Company","Scratch Beer 22 - 2009","Witbier",5.5,3.5,4,4.5,4,16,4
2009-09-22 21:54:57,"Troegs Brewing Company","Scratch Beer 22 - 2009","Witbier",5.5,3.5,4,3.5,4,15,3.75
2009-09-23 01:27:39,"Yuengling Brewery","Yuengling Black & Tan","Black & Tan",4.7,3,3.5,3.5,3,13,3.25
2009-09-24 18:30:54,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3.5,4,4,3.5,15,3.75
2009-09-25 20:19:03,"Troegs Brewing Company","Troegs Dead Reckoning Porter","American Porter",5.4,4.5,5,5,5,19.5,4.875
2009-09-26 18:53:13,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,4,4,4,4,16,4
2009-09-27 18:17:31,"Victory Brewing Company","Wild Devil","Belgian IPA",6.7,4.5,4.5,4,4,17,4.25
2009-09-27 21:48:39,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,3,4,3,13,3.25
2009-09-28 00:18:08,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,3.5,4.5,4.5,4,16.5,4.125
2009-09-28 08:49:30,"Victory Brewing Company","Helios  (V Saison)","Saison / Farmhouse Ale",7.5,4.5,4,3,3.5,15,3.75
